"date","state","county","city","facility_name","facility_type_state","ctp_facility_category","state_fed_regulated","state_facility_id","facility_cms_id","date_outbreak_opened","date_outreak_closed","outbreak_status","resident_census","resident_positives","resident_probable","resident_deaths","resident_probable_deaths","staff_positive","staff_probable","staff_deaths","staff_probable_deaths","resident_staff_positives","resident_staff_probable_positives","resident_staff_deaths","resident_staff_probable_deaths","outbreak_resident_positives","outbreak_resident_probable","outbreak_resident_deaths","outbreak_resident_probable_deaths","outbreak_staff_positive","outbreak_staff_probable","outbreak_staff_deaths","outbreak_staff_probable_deaths","outbreak_resident_staff_positives","outbreak_resident_staff_probable_positives","outbreak_resident_staff_deaths","outbreak_resident_staff_probable_deaths","outbreak_residents_tested","staff_tested","personal_protective_equipment"
20200625,"RI",,"PAWTUCKET","DARLINGTON ASSISTED LIVING - MAYNARD ST (PAWTUCKET)","ASSISTED LIVING FACILITY","ASSISTED LIVING","State",," ",,,,,"2 to 4",,"0",,,,,,,,,,"0",,,,,,,,,,,,,,
20200702,"RI",,"PAWTUCKET","DARLINGTON ASSISTED LIVING - MAYNARD ST (PAWTUCKET)","ASSISTED LIVING FACILITY","ASSISTED LIVING","State",," ",,,,,"2 to 4",,"0",,,,,,,,,,,,,,,,,,,,,,,,
20201126,"RI",,"RIVERSIDE","ANCHOR BAY AT EAST PROVIDENCE (RIVERSIDE)","ASSISTED LIVING FACILITY","ASSISTED LIVING","State",," ",,,,,"2 to 4",,"0",,,,,,,,,,"Fewer than five",,,,,,,,,,,,,,
20201126,"RI",,"JOHNSTON","ANCHOR BAY AT POCASSET (JOHNSTON)","ASSISTED LIVING FACILITY","ASSISTED LIVING","State",," ",,,,,"2 to 4",,"0",,,,,,,,,,"Fewer than five",,,,,,,,,,,,,,
20201126,"RI",,"WESTERLY","APPLE REHAB CLIPPER (WESTERLY)","LONG TERM CARE FACILITY","NURSING HOME","Federal",,"415120",,,,,"5 to 9",,"0",,,,,,,,,,"5 to 9",,,,,,,,,,,,,,
20201126,"RI",,"TIVERTON","BROOKDALE - SAKONNET BAY RETIREMENT LIVING (TIVERTON)","ASSISTED LIVING FACILITY","ASSISTED LIVING","State",," ",,,,,"2 to 4",,"0",,,,,,,,,,"Fewer than five",,,,,,,,,,,,,,
20201126,"RI",,"CRANSTON","CRA-MAR MEADOWS (CRANSTON)","LONG TERM CARE FACILITY","NURSING HOME","Federal",,"415066",,,,,"15 to 19",,"0",,,,,,,,,,"15 to 19",,,,,,,,,,,,,,
20201126,"RI",,"PAWTUCKET","JEANNE JUGAN ASSISTED LIVING (PAWTUCKET)","ASSISTED LIVING FACILITY","ASSISTED LIVING","State",," ",,,,,"2 to 4",,"0",,,,,,,,,,"Fewer than five",,,,,,,,,,,,,,
20201126,"RI",,"PAWTUCKET","JEANNE JUGAN RESIDENCE (PAWTUCKET)","LONG TERM CARE FACILITY","NURSING HOME","Federal",,"415073",,,,,"2 to 4",,"0",,,,,,,,,,"Fewer than five",,,,,,,,,,,,,,
20201126,"RI",,"PROVIDENCE","SAINT ELIZABETH COURT (PROVIDENCE)","ASSISTED LIVING FACILITY","ASSISTED LIVING","State",," ",,,,,"2 to 4",,"0",,,,,,,,,,"Fewer than five",,,,,,,,,,,,,,
20201126,"RI",,"EAST PROVIDENCE","WINSLOW GARDENS (EAST PROVIDENCE)","ASSISTED LIVING FACILITY","ASSISTED LIVING","State",," ",,,,,"2 to 4",,"0",,,,,,,,,,"Fewer than five",,,,,,,,,,,,,,
20201203,"RI",,"COVENTRY","ALPINE NURSING HOME (COVENTRY)","LONG TERM CARE FACILITY","NURSING HOME","Federal",,"415089",,,,,"2 to 4",,"0",,,,,,,,,,"Fewer than five",,,,,,,,,,,,,,
20201203,"RI",,"RIVERSIDE","ANCHOR BAY AT EAST PROVIDENCE (RIVERSIDE)","ASSISTED LIVING FACILITY","ASSISTED LIVING","State",," ",,,,,"5 to 9",,"0",,,,,,,,,,"Fewer than five",,,,,,,,,,,,,,
20201203,"RI",,"JOHNSTON","ANCHOR BAY AT POCASSET (JOHNSTON)","ASSISTED LIVING FACILITY","ASSISTED LIVING","State",," ",,,,,"5 to 9",,"0",,,,,,,,,,"5 to 9",,,,,,,,,,,,,,
20201203,"RI",,"WESTERLY","APPLE REHAB CLIPPER (WESTERLY)","LONG TERM CARE FACILITY","NURSING HOME","Federal",,"415120",,,,,"10 to 14",,"Fewer than five",,,,,,,,,,"10 to 14",,,,,,,,,,,,,,
20201203,"RI",,"WESTERLY","APPLE REHAB WATCH HILL (WESTERLY)","LONG TERM CARE FACILITY","NURSING HOME","Federal",,"415015",,,,,"5 to 9",,"0",,,,,,,,,,"5 to 9",,,,,,,,,,,,,,
20201203,"RI",,"WAKEFIELD","BRIGHTVIEW COMMONS (WAKEFIELD)","ASSISTED LIVING FACILITY","ASSISTED LIVING","State",," ",,,,,"2 to 4",,"0",,,,,,,,,,"Fewer than five",,,,,,,,,,,,,,
20201203,"RI",,"TIVERTON","BROOKDALE - SAKONNET BAY RETIREMENT LIVING (TIVERTON)","ASSISTED LIVING FACILITY","ASSISTED LIVING","State",," ",,,,,"2 to 4",,"0",,,,,,,,,,"Fewer than five",,,,,,,,,,,,,,
20201203,"RI",,"CRANSTON","CRA-MAR MEADOWS (CRANSTON)","LONG TERM CARE FACILITY","NURSING HOME","Federal",,"415066",,,,,"25 to 29",,"0",,,,,,,,,,"25 to 29",,,,,,,,,,,,,,
20201203,"RI",,"PAWTUCKET","JEANNE JUGAN ASSISTED LIVING (PAWTUCKET)","ASSISTED LIVING FACILITY","ASSISTED LIVING","State",," ",,,,,"2 to 4",,"0",,,,,,,,,,"Fewer than five",,,,,,,,,,,,,,
20201203,"RI",,"PAWTUCKET","JEANNE JUGAN RESIDENCE (PAWTUCKET)","LONG TERM CARE FACILITY","NURSING HOME","Federal",,"415073",,,,,"5 to 9",,"0",,,,,,,,,,"5 to 9",,,,,,,,,,,,,,
