"date","state","county","city","facility_name","facility_type_state","ctp_facility_category","state_fed_regulated","state_facility_id","facility_cms_id","date_outbreak_opened","date_outreak_closed","outbreak_status","resident_census","resident_positives","resident_probable","resident_deaths","resident_probable_deaths","staff_positive","staff_probable","staff_deaths","staff_probable_deaths","resident_staff_positives","resident_staff_probable_positives","resident_staff_deaths","resident_staff_probable_deaths","outbreak_resident_positives","outbreak_resident_probable","outbreak_resident_deaths","outbreak_resident_probable_deaths","outbreak_staff_positive","outbreak_staff_probable","outbreak_staff_deaths","outbreak_staff_probable_deaths","outbreak_resident_staff_positives","outbreak_resident_staff_probable_positives","outbreak_resident_staff_deaths","outbreak_resident_staff_probable_deaths","outbreak_residents_tested","staff_tested","personal_protective_equipment"
20200521,"GA","ATLANTA","DEKALB","A.G. RHODES HOME WESLEY WOODS","Nursing Home","Nursing Home","Federal",,"115002",,,,"109","20",,"3",,"14",,,,,,,,,,,,,,,,,,,,,,
20200521,"GA","MARIETTA","COBB","A.G. RHODES HOME, INC - COBB","Nursing Home","Nursing Home","Federal",,"115521",,,,"90","24",,"6",,"7",,,,,,,,,,,,,,,,,,,,,,
20200521,"GA","ATLANTA","FULTON","A.G. RHODES HOME, INC, THE","Nursing Home","Nursing Home","Federal",,"115275",,,,"122","3",,"0",,"9",,,,,,,,,,,,,,,,,,,,,,
20200521,"GA","SAVANNAH","CHATHAM","ABERCORN REHABILITATION CENTER","Nursing Home","Nursing Home","Federal",,"115132",,,,"79","0",,"0",,"3",,,,,,,,,,,,,,,,,,,,,,
20200521,"GA","AUSTELL","COBB","ANDERSON MILL HEALTH AND REHABILITATION CENTER","Nursing Home","Nursing Home","Federal",,"115145",,,,"131","2",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,
20200521,"GA","NEWNAN","COWETA","ANSLEY PARK HEALTH AND REHABILITATION","Nursing Home","Nursing Home","Federal",,"115722",,,,"38","0",,"0",,"1",,,,,,,,,,,,,,,,,,,,,,
20200521,"GA","BAXLEY","APPLING","APPLING NURSING AND REHABILITATION PAVILION","Nursing Home","Nursing Home","Federal",,"115262",,,,"81","52",,"12",,"37",,,,,,,,,,,,,,,,,,,,,,
20200521,"GA","MACON","BIBB","ARCHWAY TRANSITIONAL CARE CENTER","Nursing Home","Nursing Home","Federal",,"115728",,,,"89","0",,"0",,"1",,,,,,,,,,,,,,,,,,,,,,
20200521,"GA","JONESBORO","CLAYTON","ARROWHEAD HEALTH AND REHAB","Nursing Home","Nursing Home","Federal",,"115539",,,,"98","21",,"2",,"4",,,,,,,,,,,,,,,,,,,,,,
20200521,"GA","MARIETTA","COBB","AUTUMN BREEZE HEALTH AND REHAB","Nursing Home","Nursing Home","Federal",,"115580",,,,"77","34",,"2",,"12",,,,,,,,,,,,,,,,,,,,,,
